id,n_lines
53691043,12
60675160,13
60675160,2
60074604,5
50932869,14
36007808,9
49574806,7
5688236,4
59906983,5
51943437,12
56751831,11
47112088,21
55371711,2
18632606,4
56764175,7
33563461,5
33563461,21
14782286,7
37262603,7
21632391,4
55256873,2
58949326,7
47083472,6
51031245,7
60146268,31
49556291,9
49556291,9
46043734,5
56650014,5
56483004,3
56958087,4
59985712,5
57659891,14
58603181,5
56241410,9
56241410,14
59417453,16
59354055,4
44775621,13
46219229,8
59860268,12
52758782,8
61444653,15
20222547,3
56284703,7
37421074,3
46806520,3
34514232,5
57296975,2
57296975,2
40882917,25
61247877,4
45709244,2
51676124,9
58561590,12
28990910,3
58918172,10
35767442,3
34458894,19
41948039,3
41948039,19
49721332,14
51901423,3
51433730,5
50398322,10
58548230,13
56161635,2
56161635,6
46945570,3
46945570,3
47624138,20
41158747,2
58284733,25
59380005,2
60838392,7
52944488,19
46505194,2
54050040,4
53749951,12
61354196,11
57573020,13
57573020,10
57573020,16
51587440,6
48243876,8
55944202,11
29911406,6
59365643,7
52020242,11
42176461,5
41690068,5
48547216,13
57280038,5
55363405,12
52971793,5
23317202,7
44118828,2
21799030,10
3197916,3
55288289,3
60677434,15
47671092,4
48474953,3
48091623,3
41202205,13
49398095,12
49574478,17
46000790,8
30932848,8
45766590,8
60957110,9
60957110,9
58854140,9
56343699,11
56037975,4
44332423,7
44765941,6
51745482,22
49572661,4
56798526,2
56798526,2
18575900,13
51573146,32
53666243,4
51930889,3
51930889,3
49400508,5
53039808,4
51948326,9
28235516,21
57132359,11
28642436,5
45648566,3
35752159,10
35752159,10
35752159,10
35752159,9
59306009,12
59840694,40
50649458,5
58212202,48
32848624,10
59257179,2
59141247,24
55330594,13
53009505,3
52156670,7
59668202,6
44286021,6
53651448,7
58130863,10
58783800,8
42924160,7
45054679,7
47897441,18
44546739,22
44546739,19
48296088,10
52603193,26
59702226,8
61095341,9
54680974,4
23627933,58
53500539,3
46196167,7
42905552,7
28944218,10
58857228,14
25380391,17
28296240,27
57781800,18
29305273,5
52778705,15
40492319,14
45362096,6
28962814,4
58126160,5
58126160,4
58126160,6
58126160,6
48092590,9
21090843,2
40408552,6
54827908,6
61228065,8
58638535,4
58638535,3
48919807,2
20607724,6
42838900,3
48911736,3
57682457,8
52241834,14
55097140,3
54954940,6
54945958,6
56391177,3
58098855,3
58098855,17
25517747,15
57616669,6
12181237,3
54492417,4
61829854,3
61829854,4
61829854,24
61829854,6
48602886,5
48076198,13
49781962,8
44133910,3
44133910,4
55570354,4
56980873,17
56980873,4
50165765,2
61445607,22
44712100,7
26196451,15
26196451,8
53979437,14
37160620,5
61008422,8
45482762,3
11273944,3
50578807,11
49893180,4
52142972,7
45639204,7
54673987,4
42896234,5
61267518,10
61816000,3
61130260,5
48397004,10
45024272,6
44239059,19
26488373,3
60334509,25
30248460,4
52662616,5
55081878,6
54990153,21
56281164,2
44972845,3
44972845,3
57946725,3
53970218,9
55053101,8
54621614,17
24289259,30
24289259,24
57854104,15
50362252,7
34097120,3
43897157,18
59503949,3
59503949,6
59503949,8
59641397,5
54647364,3
40417390,2
42540294,6
45097057,3
45097057,3
61297003,5
60908611,2
56907106,5
58901932,6
26620227,7
52358960,8
53864621,5
33165239,5
54889071,13
54889071,13
60611710,2
48419236,6
60892987,8
58355383,7
41874006,7
50422525,9
47171554,11
47171554,77
62084857,10
39260684,2
39260684,2
58345447,10
30919612,12
56318175,4
44228814,3
58043037,8
50850076,5
55625013,6
52454143,13
52454143,5
56037233,14
55137383,2
35514627,8
54041406,12
60542835,8
49353724,8
50496950,3
58774192,4
59836752,11
53387672,3
59660135,19
59603274,4
56822828,15
48963882,4
53394416,4
53394416,3
58998653,2
53408556,5
53408556,2
52709297,4
59678668,10
